Id	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
class	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
HCG18|414777	315.69	567.14	145.8	147	182.29	291.86	796.3721	402.4751	515.4986	565.7365	319.6088	329.3635
HCG22|285834	1	1	1	0	0	0	1.034	2.7199	1.6549	6.3492	4.1373	3.055
HCG26|352961	263	86	43	3	5	29	45.8396	48.0508	52.1307	80.9524	112.835	71.2831
HCG27|253018	174	57	15	12	3	8	35.4999	29.9184	13.2396	22.5397	42.1251	30.0407
HCG2P7|80867	3.42	10	0	9.55	0	0	6.6278	9.1659	0.8978	11.3746	3.7687	18.2994
HCG4P6|80868	16.65	10	1	1.46	3.14	1	13.4693	6.437	1.6218	3.5524	5.8637	8.2179
HCG4|54435	83.21	250.56	3	13	17	42	239.5827	53.9166	11.5474	73.0413	33.3879	5.0916
HCG9|10255	0	2	0	0	0	0	0.3447	0	0.4137	0	0.3761	0.5092
HCK|3055	733	555	122	164	360	502	147.514	234.8141	259.8262	487.3016	432.5341	409.3686
HCLS1|3059	2414	1394	269	743	785	1295	305.3677	1032.6383	683.9057	1302.8571	1159.1913	1132.3829
HCN1|348980	9	0	2	5	5	4	1.3786	2.7199	0.4137	2.5397	5.6417	2.0367
HCN2|610	215	11	216	0	3	7	236.7806	9.0662	16.9632	2.5397	5.6417	0.5092
HCN3|57657	195.53	378.2	457.95	124.11	83.86	140.67	241.561	295.5576	113.3016	51.1111	48.5266	40.7332
HCN4|10021	1	5	2	0	3	6	2.7573	3.6265	2.8962	5.7143	4.1373	1.0183
HCP5|10866	3246	1202	344	127	131	405	489.4155	601.9946	425.3206	626.0317	726.2811	715.8859
HCRTR1|3061	0	1	0	0	1	0	1.034	0.9066	1.2412	2.8571	1.5045	0.5092
HCRTR2|3062	0	1	0	0	0	0	0.3447	229.3744	0	0	3.385	0.5092
HCRT|3060	2	0	0	0	0	0	0.6893	0	0	0	0	0
HCST|10870	940	299	58	91	128	221	24.8154	119.6736	114.6049	233.3333	378.7494	215.3768
HDAC10|83933	1202.62	1754.26	985.49	659.9	329.96	780.77	1088.436	662.1124	576.9632	336.327	389.2055	224.4959
HDAC11|79885	597	1575	641	131	89	274	930.9235	2115.1405	857.2611	1007.9365	710.4843	495.4175
HDAC1|3065	3434	5589	4319	1378	1421	1863	2304.0442	2383.4995	2090.6082	2866.6667	1896.756	792.7699
HDAC2|3066	1501	2383	1096	836	986	1188	858.5451	1465.0952	2292.9251	1803.1746	1504.0903	1386.4562
HDAC3|8841	1520	2386	1323	886	707	1099	1243.1844	1101.5413	1021.928	1271.4286	1045.9803	845.723
HDAC4|9759	364	601	284	68	78	78	398.4256	240.2539	211.0054	576.1905	553.6436	650.2037
HDAC5|10014	2865	3433	971	576	453	1119	2212.365	1351.7679	889.5325	1548.8889	2029.149	1674.1344
HDAC6|10013	1278	4025	1914	4768	2738	4484	2000.3998	1156.845	1560.6123	1406.0317	1136.2482	1244.3992
HDAC7|51564	1611	1337	460	358	373	432	2261.9959	2004.5331	2104.2615	2005.3968	2173.9539	1763.2383
HDAC8|55869	480	590	206	272	178	511	619.6966	355.3944	296.235	344.4444	253.8787	223.5234
HDAC9|9734	716	88	16	20	51	63	96.5045	44.4243	45.9247	52.0635	194.8284	394.0937
HDC|3067	4	32	2	78	31	38	18.2669	8.1596	55.4406	187.3016	30.8416	38.6965
HDDC2|51020	839	858	369	283	223	446	259.8728	1183.1369	840.7116	1010.7937	854.913	885.4379
HDDC3|374659	910	875	712	368	337	565	401.8722	388.0326	264.3773	313.6508	352.0451	351.3238
HDGFL1|154150	0	5	0	0	0	0	2.4126	0	0	0	0	0
HDGFRP2|84717	2657	2200	1113	860	923	1456	1409.9992	2046.2375	1868.8457	1266.0317	1049.3653	578.9206
HDGFRP3|50810	353	322	69	81	78	86	1289.7133	761.5594	1320.2317	777.1429	521.2976	431.7719
HDGF|3068	20221	22792	12620	9957	10166	16451	6151.126	7446.0562	8705.4199	5240	4904.5604	3709.2668
HDHD1A|8226	281	1074	1672	358	243	251	421.1731	348.1414	247.8279	320.3175	359.5675	283.0957
HDHD2|84064	810	1905	1183	1181	1104	991	813.3948	435.1768	607.3645	1006.9841	839.4922	795.3157
HDHD3|81932	1619	2807	1115	1350	752	1540	456.3283	1143.2457	944.5594	691.1111	743.9586	320.7739
HDLBP|3069	14414	38403	20012	16826	10936	14236	11176.9409	10327.2892	14061.2329	13134.9206	15300.047	20305.499
HDX|139324	43	63	24	16	13	31	25.1601	34.4515	65.3703	53.0159	43.6295	40.224
HEATR1|55127	819	2128	597	427	485	390	1270.4124	797.8241	967.3149	908.254	744.3347	1086.0489
HEATR2|54919	538	1670	543	517	440	456	1256.9707	982.7743	932.561	562.5397	487.4471	436.3544
HEATR3|55027	508	846	565	297	240	413	587.6433	435.1768	230.451	291.1111	180.9121	204.1752
HEATR4|399671	4	52.89	5.08	17.66	0	6	57.0307	20.6074	1.6549	7.4063	8.1053	14.5468
HEATR5A|25938	474.07	1327.9	887.73	439.81	392.51	387.29	721.5605	263.3817	548.5519	470.2222	671.4358	1406.7719
HEATR5B|54497	606	1260	746	573	329	486	1201.4807	663.6446	900.7034	798.0952	740.1975	1154.7862
HEATR6|63897	351	586	311	147	96	108	570.4104	851.3146	1026.8928	368.8889	341.1378	403.7678
HEATR7A|727957	2235	1669	1569	386	216	439	1247.6649	3175.884	778.2375	689.2063	494.9694	357.4338
HEATR7B2|133558	2	0	0	1	1	0	0.3447	0	0	0	0.3761	0
HEBP1|50865	605	1966	2276	2713	2015	3706	1342.1015	611.9674	1490.2772	1444.4444	1797.0851	1834.0122
HEBP2|23593	2234	2259	1689	2069	1831	2793	365.683	1231.1877	1767.8941	1686.3492	3934.9318	4510.6925
HECA|51696	1131	944	218	1016	663	1054	451.8477	658.2049	726.1067	1010.1587	1175.7405	1365.0713
HECTD1|25831	2500	6291	5398	3645	3401	2826	3533.0976	1263.8259	2289.2015	2764.7619	2787.7762	5024.4399
HECTD2|143279	380	172	178	84	103	80	398.4256	138.7126	400.9102	242.2222	193.3239	203.666
HECTD3|79654	2078	2330	729	2017	1399	1549	1941.4631	1021.7588	1194.8697	1035.5556	2087.071	2286.1507
HECW1|23072	2	87	1	4	5	5.98	43.427	3.6265	2.8962	8.8889	3.0089	1.5275
HECW2|57520	106	232	97	376	167	214	214.3778	193.1097	151.0137	171.4286	149.6944	672.0978
HEG1|57493	857	1248	1030	507	555	564	851.3073	1291.9311	1867.1907	1706.3492	2455.6653	4176.6802
HELB|92797	32	52	13	45	39	13	96.8491	28.1052	16.9632	17.1429	8.6507	10.6925
HELLS|3070	150	245	16	7	3	5	68.2424	84.3155	98.4692	68.5714	24.8237	8.6558
HELQ|113510	309	276	232	167	173	170	148.548	119.6736	179.5614	265.7143	236.5773	285.1324
HELT|391723	0	0	1	0	0	0	0	0	0	0	0	0
HELZ|9931	1694	2062	1295	1080	829	868	1774.9929	1374.4334	1466.2805	860	875.9756	1822.8106
HEMGN|55363	1	0	0	1	9	2	0	0	0	0.3175	1.5045	1.0183
HEMK1|51409	882	1238	186	510	315	517	773.7591	872.1668	528.7547	535.2381	420.1222	323.3198
HEPACAM2|253012	920	0	2	1	0	1	91.6792	2.7199	176.6653	120.9524	39.8684	11.2016
HEPACAM|220296	72.45	60.39	0	1120.42	499.99	547.01	0	12.0943	2.8962	40.6889	319.4396	875.3768
HEPHL1|341208	0	3	0	1.04	2	7	1.0443	2.7652	3.7815	7.7079	1.1283	0
HEPH|9843	135	182	68	82	103	68	221.6156	368.9937	698.3864	1389.2063	522.8021	260.1833
HEPN1|641654	94.55	54.61	1	974.58	636.01	194.99	0.3447	4.2248	0	40.8984	302.6573	700.4888
HERC1|8925	1269	2905	1754	671	608	786	2932.7019	834.0888	996.2764	1611.1111	1879.0785	3180.2444
HERC2P2|400322	1653	2397	1382	104	58	507	1807.3909	570.2629	678.9408	1938.4127	617.9596	656.8228
HERC2P4|440362	4	60	0	5	0	0	0.6893	0	1.2412	3.4921	2.2567	2.0367
HERC2|8924	1221	4167	1549	663	490	688	2986.4687	1491.3871	1396.3591	1637.1429	1600.7522	2251.0183
HERC3|8916	491	563	421	575	404	438	588.6773	479.6011	337.6086	445.7143	599.5299	808.0448
HERC4|26091	1429	989	1777	676	565	936	773.0697	1458.7489	1046.7522	850.7937	687.9173	902.2403
HERC5|51191	1121	218	44	396	212	225	98.9171	72.5295	143.9801	289.8413	246.3564	313.6456
HERC6|55008	750	252	91	227	84	132	129.2471	184.0435	334.7125	665.7143	319.6991	231.6701
HERPUD1|9709	6290	7520	7086	4392	3863	3454	2349.1945	1985.4941	2281.3405	3226.0317	3946.9676	2635.947
HERPUD2|64224	900	1178	1020	1034	682	741	674.1527	584.7688	551.9239	739.0476	696.1918	813.6456
HES1|3280	1187	2409	494	3405	2008	3183	287.4455	451.4959	1656.5991	1216.8254	870.3338	157.332
HES2|54626	16	10	0	2	2	5	7.2378	97.9148	794.7869	45.3968	46.6385	4.5825
HES3|390992	0	0	0	0	0	0	0	0	0	0	0	0
HES4|57801	165	41	30	15	14	176	65.4852	293.7443	478.6926	80.3175	55.2891	11.2016
HES5|388585	3	7	3	1	2	0	14.4757	0.9066	0.4137	1.9048	0.7522	0
HES6|55502	461	728	414	63	45	97	178.5333	146.8722	210.5916	36.1905	61.307	23.9308
HES7|84667	0	0	0	0	0	1	0.6893	0	2.4824	0.3175	0.3761	0
HESRG|790952	0	1	0	0	0	0	1.034	1.8132	0	0	0.7522	4.0733
HESX1|8820	40	20	9	21	10	29	12.0631	22.6655	15.3082	22.8571	8.2746	6.11
HEXA|3073	5720.06	9475.21	2058.22	2687.49	1441.6	2657.94	2408.3656	1498.087	2438.2789	2634.8762	2829.4612	2584.5621
HEXB|3074	3847	11181.34	4560.27	3295.03	2545	4058	2359.3172	1630.1088	2136.3136	2943.8095	3049.0193	2515.2749
HEXDC|284004	2273	1347.1	395	414	245	495.29	588.3602	494.379	942.0397	359.7016	258.7682	127.8004
HEXIM1|10614	1366	2145	1522	915	1272	1088	1280.4075	1091.5684	1482.4162	1657.7778	1605.6417	1142.057
HEXIM2|124790	205.89	518.47	261.93	192.8	155.48	190.33	236.6186	99.8096	108.0389	130.3968	187.8364	77.2454
HEY1|23462	273	147	195	84	179	107	447.0225	168.631	129.4994	417.4603	416.7372	457.2301
HEY2|23493	95	223	224	342	140	255	45.495	2210.3354	570.9557	187.619	209.1208	60.0815
HEYL|26508	136	617	381	258	129	173	468.0467	605.621	595.3662	263.4921	178.6554	221.9959
HFE2|148738	9306	2417	10771	7298	5319	7623	0	0	0.4137	0.3175	0.7522	2.0367
HFE|3077	180	972	189	309	166	167	122.0092	51.6772	163.4257	198.7302	253.8787	323.8289
HFM1|164045	2	1	2	0	0	0	2.4126	0	1.2412	4.7619	1.1283	5.6008
HGC6.3|100128124	1	0	0	0	0	0	0	0	0.4137	0	1.5045	1.0183
HGD|3081	5651	7394	23370	11681	8221	22697	5.5145	125.1133	491.5184	493.3333	136.5303	1.0183
HGFAC|3083	3343	3	17759	8530	8119	4996	4.8252	7.2529	9.1022	2.5397	0.7522	0
HGF|3082	515	86	7	337	477	162	18.6116	18.1324	51.3033	91.1111	59.8025	183.8086
HGSNAT|138050	1094	2002	2008	2157	1485	1905	3217.7348	1138.7126	1848.9863	2243.8095	2570.3808	3228.6151
HGS|9146	4872	5916	1568	1123	831	1501	2215.8116	4216.6818	5370.7075	1478.4127	1744.4288	1182.2811
HHATL|57467	3	0	2	0	2	3	0	1.8132	26.4791	6.0317	18.8058	1.0183
HHAT|55733	208	245	261	109	94	121	324.324	353.5811	491.5184	427.9365	305.4067	117.1079
HHEX|3087	3333	3236	1986	614	2101	1371	97.1938	174.9773	69.0939	110.7937	194.0762	155.2953
HHIPL1|84439	16	33	39	34	18	36	137.8635	87.942	122.0521	104.4444	78.6084	57.0265
HHIPL2|79802	6	3322	4	0	0	1	15.165	0.9066	4.9648	5.3968	15.7969	4.0733
HHIP|64399	0	0	0	322	161	164	3.1019	1.8132	10.3434	0.3175	7.1462	22.4033
HHLA1|10086	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2|11148	2	5	0	0	2	2	1.034	0.9066	0.8275	0.3175	0.3761	0
HHLA3|11147	183	369	130	308	205	516	130.9704	57.117	127.4307	185.7143	173.7659	117.1079
HIAT1|64645	1209	1633	413	1082	1054	1086	1408.9653	909.3382	1270.1696	1139.0476	1004.2313	1196.5377
HIATL1|84641	1138	817	304	460	553	520	970.2146	1562.1034	1698.8002	1378.0952	1174.236	1282.5866
HIATL2|84278	91	20	2	23	12	35	28.262	35.3581	51.717	18.4127	22.567	11.2016
HIBADH|11112	1782	5284	6434	5125	3954	4689	989.1708	615.5938	738.9326	1122.5397	1664.3159	2674.1344
HIBCH|26275	663	3669	1596	1900	2704	1813	500.7893	203.9891	364.9152	809.2063	745.4631	1004.0733
HIC1|3090	119	174	70	53	179	363	111.6695	300.0907	439.8014	226.3492	374.236	237.2709
HIC2|23119	256	401	870	36	33	73	125.1112	132.3663	119.9835	126.6667	154.96	136.9654
HIF1AN|55662	1195	1142	1248	359	330	371	1294.8832	462.3753	1166.7356	1487.3016	1439.0221	1488.2892
HIF1A|3091	3705	2454	1172	1859	2478	2969	498.032	1168.631	1302.8548	1720.9524	1642.8773	1440.9369
HIF3A|64344	6	9	3	23	6	15	4.1359	0.9066	5.3786	70.4762	374.236	653.2587
HIGD1A|25994	3435	5559	6762	5670	4396	9596	1680.9011	1789.6646	2146.4626	2667.9365	2223.9774	2758.6558
HIGD1B|51751	24.73	35.66	15	1	4	1	15.5096	28.1052	31.4894	14.0508	47.7555	25.5295
HIGD1C|613227	0	0	1	0	0	0	0	0	0	0	0	0
HIGD2A|192286	3841	2463	2120	1513	1243	2525	756.5261	911.1514	1356.2267	858.0952	1218.2417	923.6253
HIGD2B|123346	0	0	0	0	0	1	2.4126	0	0	0.3175	0	0
HILS1|373861	0	0	0	0	0	0	0	1.8132	2.4824	3.4921	0.7522	0.5092
HINFP|25988	598	614	182	179	170	195	261.596	544.8776	293.3388	328.254	230.5595	167.5153
HINT1|3094	15938	18402	8460	8143	8396	12082	2513.9414	2466.0018	5188.6636	3052.381	3610.7193	2550.9165
HINT2|84681	3030	1791	1461	2296	2250	3120	324.6686	869.447	454.2822	568.254	822.9431	840.6314
HINT3|135114	1145	2892	1267	1097	1153	1174	546.6289	652.7652	644.187	1137.7778	1067.795	901.222
HIP1R|9026	8283	2553	766	1315	783	1199	831.6617	1123.3001	1467.9355	1014.9206	1096.756	390.5295
HIP1|3092	548	2650	1347	456	425	344	2976.4736	1267.4524	1293.3388	1181.5873	1134.3677	2275.9674
HIPK1|204851	1384	2973	1448	1310	1248	876	2524.2812	1192.2031	1437.7327	1189.5238	1338.2228	2782.5866
HIPK2|28996	979	4824	7360	1204	1534	1531	3251.5113	650.0453	1744.7249	1675.5556	3263.1876	6101.833
HIPK3|10114	127	1057	407	956	1259	396	1277.6503	310.9701	740.1738	772.0635	748.472	3488.2892
HIPK4|147746	8	3	0	5	6	2	3.7912	4.5331	9.1022	9.2063	5.6417	4.0733
HIRA|7290	1106	2590	2282.04	624	561	757	749.4089	374.4968	587.5631	846.3492	760.5078	831.4715
HIRIP3|8479	1135	1210	471	432	462	446	786.5114	529.4651	455.5234	565.3968	588.9986	459.2668
HIST1H1A|3024	0	2	0	1	0	0	0	0	0	0	0	0
HIST1H1B|3009	5	1	0	1	0	0	2.068	8.1596	0.8275	0	0	0
HIST1H1C|3006	6294	5716	1149	1037	910	1727	3298.3849	5972.8015	841.9528	376.1905	1309.2619	329.9389
HIST1H1D|3007	6	0	0	7	1	5	81.6841	85.2221	0	0.6349	2.6328	1.0183
HIST1H1E|3008	4	8	3	6	2	0	9.6504	29.0118	2.0687	0.3175	1.1283	1.0183
HIST1H1T|3010	0	2	0	1	0	0	8.6165	0.9066	1.2412	0	0	0
HIST1H2AA|221613	0	0	1	0	0	0	0	0	0	0	0	0
HIST1H2AB|8335	2	1	2	0	0	0	0.3447	0.9066	0.4137	0	0	0
HIST1H2AC|8334	3012	4155	1034	1111	858	1600	7342.6115	1637.3527	1184.94	1257.7778	1119.323	338.0855
HIST1H2AD|3013	0	6.85	0	0	0	0.73	18.2118	34.0435	1.3653	0.9937	1.3728	0
HIST1H2AE|3012	78	58	26	24	19	45	95.4705	271.9855	100.5379	33.0159	264.0339	3.055
HIST1H2AG|8969	12	12	14	2	0	4	35.4999	68.903	6.6198	0.9524	3.385	0.5092
HIST1H2AH|85235	1	1	1	0	0	0	1.3786	0.9066	1.2412	0	0	0
HIST1H2AJ|8331	3	5	2	2	0	0	4.8252	0.9066	1.2412	0	0	0
HIST1H2AK|8330	3	3	3	0	1	0	21.3688	10.8794	0.4137	1.9048	0.7522	0.5092
HIST1H2AL|8332	1	1	4	0	0	1	3.4466	6.3463	0.8275	0	0	0
HIST1H2AM|8336	10	20	11	0	2	1	42.7377	42.6111	8.6885	1.9048	3.7612	0
HIST1H2BA|255626	0	1	0	0	0	0	0	0	0	0	0	0
HIST1H2BB|3018	0	1	0	0	0	0	0.3447	0	0.4137	0.6349	0	0
HIST1H2BC|8347	790	259	101	98	107	177	644.8567	183.1369	63.3016	31.746	89.5157	31.5682
HIST1H2BD|3017	1582	917	348	541	377	621	3204.2931	949.2294	453.041	319.0476	294.8754	30.5499
HIST1H2BE|8344	27	31	9	7	4	7	27.228	21.7588	1.6549	4.4444	4.1373	1.5275
HIST1H2BF|8343	4	13	2	0	1	0	22.7475	9.0662	2.0687	0.6349	1.5045	0
HIST1H2BG|8339	25	29	12	2	7	4	94.0919	199.456	31.0302	13.6508	70.3338	0
HIST1H2BH|8345	2	1	0	2	0	2	46.1843	53.4905	0	5.7143	3.0089	0
HIST1H2BI|8346	0	0	0	0	0	0	0.3447	0.9066	0	0	0	0
HIST1H2BJ|8970	64	45	109	11	1	18	94.7812	134.1795	26.0654	11.746	8.6507	6.6191
HIST1H2BK|85236	4501	4424	3114	1228	934	1251	3046.784	4455.1224	688.8705	583.8095	854.913	352.8513
HIST1H2BL|8340	1	6	0	0	0	0	3.7912	7.2529	0	0.3175	0.7522	0
HIST1H2BM|8342	1	0	0	0	0	0	1.3786	0	0	0	0	0
HIST1H2BN|8341	41	28	6	4	0	11	25.1601	19.039	4.1374	5.3968	5.2656	2.5458
HIST1H2BO|8348	6	16	20	1	0	4	12.4077	34.4515	1.2412	1.2698	0	0
HIST1H3A|8350	7	4	2	1	0	2	0.3447	0.9066	0	0	0.3761	0.5092
HIST1H3B|8358	8	17	2	1	0	0	2.7573	0.9066	0.4137	0	0.7522	0
HIST1H3C|8352	3	4	1	0	0	1	0.3447	0	0	0	0	0.5092
HIST1H3D|8351	60	59.15	18	7	16	4.27	247.8648	289.6192	25.1138	4.7206	25.7076	1.5275
HIST1H3E|8353	170	36	45	10	15	12	262.63	405.2584	23.9967	35.2381	31.5938	8.1466
HIST1H3F|8968	0	1	0	0	0	0	3.7912	2.7199	0	0	0	0
HIST1H3G|8355	2	0	0	0	0	0	23.0921	27.1985	0.4137	0.6349	0	0
HIST1H3H|8357	39	65	33	8	4	14	299.1639	76.1559	8.2747	3.8095	3.0089	2.0367
HIST1H3I|8354	2	0	1	0	0	0	0	0	0	0.3175	0	0
HIST1H3J|8356	2	1	2	0	0	0	10.6844	2.7199	0.4137	0	0.7522	0
HIST1H4A|8359	1	1	0	0	0	0	0	0	0	0	0.3761	0.5092
HIST1H4B|8366	1	2	0	1	0	1	0	0.9066	0.4137	0	0	0
HIST1H4C|8364	4	6	1	5	0	0	0.6893	1.8132	0.8275	1.2698	0	0.5092
HIST1H4D|8360	4	3	3	2	1	3	8.9611	4.5331	1.6549	0.6349	0.7522	0
HIST1H4E|8367	8	1	2	0	0	0	18.6116	56.2103	2.4824	1.2698	0	0
HIST1H4F|8361	0	0	0	0	0	0	0.3447	0	0	0	0	0
HIST1H4G|8369	0	0	0	0	0	0	0.3447	0	0	0	0	0
HIST1H4H|8365	248	198	60	14	7	35	663.8129	925.6573	85.6434	41.5873	246.7325	26.4766
HIST1H4I|8294	0	1	1	0	0	1	18.2669	13.5993	1.2412	0.6349	1.1283	1.0183
HIST1H4J|8363	29	94	49	53	21	64	64.1065	38.078	64.1291	30.7937	22.1909	9.165
HIST1H4K|8362	1	0	0	0	0	0	0.6893	0	0	0	0	0
HIST1H4L|8368	0	0	0	0	0	0	0	0	0	0	0	0
HIST2H2AA3|8337	4206	928	1317	576	316	879	1390.6983	1797.8241	910.2193	221.9048	737.5646	100.3055
HIST2H2AB|317772	1	0	0	0	0	1	2.4126	1.8132	0	0	0	0
HIST2H2AC|8338	38	31	39	11	9	15	2.7573	2.7199	42.6148	3.4921	7.8984	3.5642
HIST2H2BA|337875	5	4	4	4	2	2	26.8834	9.0662	9.5159	1.9048	3.385	3.5642
HIST2H2BE|8349	748	338	579	302	204	412	2563.5723	1214.8685	1009.5159	635.5556	649.5534	168.5336
HIST2H2BF|440689	73	44	55	17	10	11	322.5455	265.4669	97.0046	30.4762	32.346	14.4399
HIST2H3C|126961	16	8	2	0	0	0	47.9076	51.6772	2.0687	0.6349	1.8806	0
HIST2H3D|653604	7	0	1	0	0	0	14.131	13.5993	0.4137	0	0	0.5092
HIST2H4A|8370	1865	721	375	72	57	64	1674.6972	2438.8033	395.1179	170.7937	197.4612	87.0672
HIST3H2A|92815	6	3	0	4	1	1	251.2563	210.3354	187.0087	40.6349	28.5849	3.5642
HIST3H2BB|128312	1	0	0	0	0	0	18.6116	7.2529	9.9297	1.2698	0.3761	0.5092
HIST3H3|8290	0	1	0	0	0	0	0.3447	0	0.4137	0	0	0
HIST4H4|121504	3	6	13	17	0	2	82.3735	99.728	22.7555	13.0159	5.6417	5.0916
HIVEP1|3096	350	1152	453	1211	1946	634	437.372	459.6555	703.765	547.619	464.8801	795.3157
HIVEP2|3097	493	661	331	447	882	769	333.9744	669.9909	642.1183	601.5873	716.126	1582.9939
HIVEP3|59269	149	521	74	74	80	116	693.4536	454.2158	421.1833	306.9841	369.3465	460.7943
HJURP|55355	340	921	170	14	3	4	345.3481	417.951	186.1812	37.1429	23.6953	4.0733
HK1|3098	802	759	310	408	566	380	3192.23	5531.2783	3807.199	4195.873	3755.1481	3246.4358
HK2|3099	1826	78	114	64	109	113	1003.6465	1454.2158	1403.3926	893.6508	3125.905	7863.5438
HK3|3101	310	149	31	74	103	308	22.4028	102.4479	19.0319	92.6984	240.3385	125.7637
HKDC1|80201	4319	1827	1938	18	44	287	0	0.9066	0.8275	3.8095	4.1373	4.0733
HKR1|284459	168	349	799	243	249	391	1439.9846	996.3735	1075.3	960.3175	794.3583	466.9043
HLA-A|3105	138579.92	69265	13092	13653.99	8590.86	36363	3645.708	22105.0771	14210.1407	13005.7079	21204.5698	13211.777
HLA-B|3106	131248.86	47283.88	17307.78	14228.88	12948.96	61939.29	10408.1622	27353.146	19118.2168	24261.6254	28357.9539	23535.8859
HLA-C|3107	91692.14	50691.12	22370.22	22437.12	12456.04	43534.71	12977.9729	17946.0381	14345.995	14254.5651	18190.236	9940.6925
HLA-DMA|3108	13468	2722	604	497	556	1282	320.5327	903.8985	995.4489	1474.6032	1649.2713	2375.2546
HLA-DMB|3109	5020	1502	244	241	375	760	382.916	822.3028	729.0029	1196.1905	1149.0362	1467.4134
HLA-DOA|3111	2306	764	163	210	289	447	216.4457	530.3717	539.9255	905.0794	567.1838	753.5642
HLA-DOB|3112	2075.23	192.13	19.71	9.73	8.74	28.89	19.3043	32.0852	39.1436	111.4698	109.7508	17.6324
HLA-DPA1|3113	19392	7019	1545	1971	2606	3949	2153.4731	5835.9021	5447.2487	7530.7937	6132.9572	8286.6599
HLA-DPB1|3115	10751	5558	1084	1699	1928	3428	1314.1393	4667.2711	3420.3558	5322.2222	4172.6375	4503.055
HLA-DPB2|3116	24	0	1	2	5	9	1.3786	1.8132	9.1022	5.7143	1.8806	11.2016
HLA-DQA1|3117	1356	1119	363	443	786	438	694.4875	2647.3255	1569.7145	1221.5873	1389.3747	1790.224
HLA-DQA2|3118	2105	200	66	100	63	755	111.3248	48.0508	270.9971	236.8254	140.2915	682.7902
HLA-DQB1|3119	4339	1800	283	325	1342	566	946.7778	4144.1523	1896.566	862.5397	1375.4584	1352.3422
HLA-DQB2|3120	379	125	28	9	20	92	56.1794	169.5376	221.3488	140.9524	108.6977	57.0265
HLA-DRA|3122	53839	15367	2858	4557	5040	10175	3523.4471	13239.3472	11075.3	14636.5079	13508.6037	19118.1263
HLA-DRB1|3123	9983.74	5999.02	1180.56	1673.42	3731.42	1831.7	1896.8643	8858.1958	4480.4675	4680.8762	5166.0517	4556.2678
HLA-DRB5|3127	6349.09	1290	220	290	2184	743	974.6951	2946.5095	491.9321	839.0476	959.0973	1451.1202
HLA-DRB6|3128	2874.18	400.98	95.44	94.58	72.58	695.3	23.23	91.0335	246.4667	310.5524	223.323	430.4939
HLA-E|3133	41722	13745	6097	6699	7764	10969	2424.3302	6742.5204	5288.374	9620	15269.9577	15463.3401
HLA-F|3134	17790.75	3104.36	912.99	1455.42	1011.21	2651.6	608.8226	2727.9057	1243.5581	1532.5397	1368.3573	1241.3951
HLA-G|3135	1259.03	50.97	41.91	40.86	45	58.46	45.4191	83.4089	44.5594	31.3778	124.2351	82.4389
HLA-H|3136	15977	8113	1340	1158	1326	4740	693.7982	2543.971	1616.4667	2166.0317	2546.6855	1315.1731
HLA-J|3137	33.97	22.03	4.09	1.14	4	3.54	2.1438	10.8794	5.9164	12.4317	5.5252	2.0825
HLA-L|3139	148	67	8	1	4	19	36.1892	47.1442	46.3384	53.6508	21.4386	41.7515
HLCS|3141	543	1422	679	802	692	615	2690.7514	455.1224	681.4233	814.6032	634.1326	661.4053
HLF|3131	395	2257	1084	7427	3825	6584	69.6211	19.9456	141.4977	1400.3175	547.6258	991.3442
HLTF|6596	585	3049	1153	613	426	475	2943.3863	1010.8794	898.6347	905.0794	592.0075	1092.668
HLX|3142	387	1186	627	463	403	612	82.0288	226.6546	141.9115	146.9841	290.7381	203.1568
HM13|81502	10641.47	9882.76	7034.35	4108.59	2894	4711.61	6590.0352	4865.621	3915.9247	2955.9492	3313.3954	1958.3961
HMBOX1|79618	33	89	43	56	40	86	121.3199	22.6655	55.4406	83.8095	52.6563	259.6741
HMBS|3145	1078	1481	709	472	357	592	257.8048	882.1396	448.9036	316.1905	331.3587	328.9206
HMCN1|83872	61	362	51	318	189	319	104.4316	535.8114	1523.3761	603.4921	503.244	1320.7739
HMG20A|10363	911	2155	1195	741	711	1131	966.0787	707.1623	777.41	664.7619	672.8726	847.2505
HMG20B|10362	1875	1747	1848	1314	838	1935	1661.2555	2619.2203	3965.6599	1996.8254	1626.7043	845.2138
HMGA1|3159	4249.71	6307.52	1208.55	412.99	629.27	1230.29	2796.8753	1617.1079	2206.2185	729.7651	996.4495	468.4674
